film,speaker_gender,dialogue,word_count_corrected,director,director_gender,speaker_role
SINNERS,MALE,"ME, MOSTLY. BUT HE AIN’T MEAN IT. SEE YOU BEEN TAKIN’ GOOD CARE OF THAT THING.",16,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"HEY, I CAN’T THANK Y’ALL ENOUGH FOR THIS. PLAYS SO RIGHT. WHERE’D I GET THIS FROM ANYWAY?",17,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YEAH, THAT’S, UH, CHARLEY PATTON’S GUITAR. ME AND MY BROTHER WON IT OFF HIM IN A CARD GAME.",18,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"HOLD ON, STACK. YOU MEAN TO TELL ME I HAD CHARLEY PATTON’S GUITAR THIS WHOLE TIME?",16,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"SWEAR ‘FORE GOD, IN YOUR HANDS.",6,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,NAH.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,NOW LET’S SEE IF YOU CAN PLAY LIKE HIM.,9,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,RIGHT HERE?,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YEAH, RIGHT NOW. COME ON.",5,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,ALL RIGHT. COME ON. WATCH THIS.,6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,TRAVELING,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I DON’T KNOW,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHERE IN THE WORLD I’M GOIN’,6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,TRAVELING,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I DON’T KNOW,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHERE IN THE WORLD I’M GOIN’,6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"HOO HOO, BOY!",3,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,‘CAUSE THE WOMAN,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THAT I’M LOVIN’,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,SHE SURE,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,DON’T FEEL LIKE THAT,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WE GON’ MAKE SOME MONEY. WE GON’ MAKE SOME MONEY.,10,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,LET’S GO. TAKE HOLD.,4,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"THANKS, TWIN.",2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,YEP.,1,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,OH. IS THAT DELTA SLIM?,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,DELTA SLIM.,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YEAH, I THANK YOU FOR YOUR GENEROSITY. I GUESS THAT CHICAGO WIND BLEW YOUR BLACK ASSES BACK DOWN HERE, HUH?",20,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHO THE BOY?,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THIS MY LITTLE COUSIN. PREACHER BOY SAMMIE. HAPPENS TO BE THE FINEST BLUES PLAYER IN ALL THE DELTA.,18,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,I GOT SOCKS OLDER THAN THIS HERE BOY. WHAT THE HELL HE KNOW ABOUT THE BLUES?,16,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I CAN SHOW YOU BETTER THAN I CAN TELL YOU.,10,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"OH, WHOA, HOLD UP, NOW. PUT THAT MOTHERFUCKER…",8,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,PUT THAT AWAY.,3,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"GET, GET. NOW, THIS HERE MY PATCH RIGHT HERE. NOW, YOU WASN’T HIS COUSIN AND A YOUNG PUP TO BOOT, I’D CUT YOUR ASS TOO THIN TO FRY.",28,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,AND YOU THREATEN HIM AGAIN… I’MMA MAKE YOUR DRUNK ASS SWALLOW THAT HARMONICA.,13,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,YOU STILL NICE WITH THEM KEYS?,6,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,DEPEND ON WHO YOU ASK.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I’LL GIVE YOU TWENTY DOLLARS TO COME PLAY AT OUR JUKE TONIGHT.,12,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"YEAH, I WISH I COULD. I’MMA BE AT MESSENGER’S TONIGHT, SAME AS I AM EVERY SATURDAY NIGHT.",17,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHAT THEY PAY YOU?,4,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"FOR A GANGSTER, YOU SURE ASK A LOT OF QUESTIONS.",10,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"THEY AIN’T PAYING YOU TWENTY DOLLARS A NIGHT, I KNOW THAT.",11,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"YOU AIN’T PAYING NO TWENTY DOLLARS A NIGHT. YOU PAYIN’ TWENTY DOLLARS, MAYBE, TONIGHT. I AIN’T NEVER HEARD OF YOUR JUKE. MAYBE IT’S HERE TONIGHT, IS IT HERE TOMORROW NIGHT? THE WEEK AFTER THAT? NAH. I BEEN AT MESSENGER’S EVERY SATURDAY NIGHT FOR THE LAST TEN YEARS. MESSENGER’S GON’ BE THERE ANOTHER TEN YEARS AFTER THAT, AT LEAST. SHIT. THAT’S PROBABLY MORE TIME THAN I GOT LEFT ON THIS EARTH, STACK. I PLAY, AND I GET AS MUCH CORN LIQUOR AS I CAN DRINK. SINNER LIKE ME, I CAN’T ASK FOR MORE THAN THAT.",94,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"KNOW WHAT, SLIM? I’LL DRINK TO THAT.",7,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"OOH. WHAT YOU GOT THERE, BOY?",6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"OH, THIS? IT’S A IRISH BEER. STRAIGHT FROM THE NORTH SIDE OF CHICAGO.",13,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"UH, YOU SAYIN’ THAT’S BEER?",5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WIND DIDN’T BRING US DOWN HERE EMPTYHANDED.,7,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,GIVE ME THAT. MY GOODNESS.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"I GOT 500 MORE BOTTLES JUST LIKE THAT. ICE COLD. SAY WE PAY YOU FORTY DOLLARS A NIGHT, AND ALL THE BEER THAT YOU CAN DRINK. AFTER THAT, NO STRINGS. YOU ACT NOW, I’LL EVEN LET YOU FINISH THAT BOTTLE IN YOUR HAND.",43,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,HA!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,HA!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THESE TWO GON’ BE PLAYIN’ DOWN AT THE OLD SAWMILL. IT’S THE GRAND OPENIN’ OF OUR NEW JOINT. CLUB JUKE. WE GON’ HAVE US A BATTLE OF THE BLUES. IT’S GON’ BE A REAL RINGADINGDING. JUST FOR US.,38,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,Y’ALL READY TO EAT?,4,RYAN COOGLER,MALE,LEAD
SINNERS,MIXED,YEAH!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,Y’ALL READY TO DRANK?,4,RYAN COOGLER,MALE,LEAD
SINNERS,MIXED,YEAH!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,Y’ALL READY TO SWEAT TILL Y’ALL STANK?,7,RYAN COOGLER,MALE,LEAD
SINNERS,MIXED,YEAH.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"ALL RIGHT. WE GON’ GET FUNKY LIKE A MISSISSIPPI DONKEY, Y’ALL.",11,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,GET A DRINK ON THE TWINS WHEN YOU GET THERE.,10,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,I LIKE IT.,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHERE YOU GET THAT ONE FROM?,6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"WHAT I’M SAYIN’, NOW.",4,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,GOTTA DO WHAT YOU GOTTA DO.,6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,YOU GOTTA.,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I’VE SEEN YOU SOMEWHERE BEFORE.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,MAYBE.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YOU SING, DON’T YOU?",4,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,TIME TO TIME.,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I’M PREACHER BOY.,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,PEARLINE.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,PEARLINE.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,"I’M MARRIED, BY THE WAY.",5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,HAPPILY?,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,"CAREFUL, BOY. YOU GON’ BITE OFF MORE THAN YOU CAN CHEW.",11,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,MAYBE I’LL SEE YOU TONIGHT.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THEN WE’LL TAKE IT FROM THERE.,6,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"I’MMA HOLD YOU TO THAT, NOW.",6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,IT’S GONNA BE A NIGHT YOU NEVER FORGET.,8,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"HEY, LET ME GO SEE ABOUT MY MONEY.",8,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"HEY, GO ON AND GET YOUR MONEY.",7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"HEY, HEY, HEY.",3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THERE’S A WHITE WOMAN STARING AT YOU.,7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"SHIT. UH, YOU SURE SHE WHITE?",6,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,SHE WALKIN’ OVER HERE RIGHT NOW.,6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"ALL RIGHT, NOW HERE’S WHAT WE’RE GONNA DO…",8,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"EXCUSE ME, BOY. IS THIS HERE SMOKE? OR IS THIS STACK?",11,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"DON’T… DON’T LOOK AT HER. JUST GO OVER THERE AND KEEP PLAYING. YEAH, IT’S OKAY.",15,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,YOU KNOW I WAITED FOR YOU.,6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YEAH, WELL, I DON’T KNOW WHY IN THE HELL YOU’D GO AND DO THAT.",14,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,BECAUSE YOU TOLD ME YOU LOVED ME.,7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YEAH, WELL, I TOLD YOU TO STAY THE FUCK AWAY FROM ME, TOO, BUT I GUESS YOU DIDN’T HEAR THAT PART.",21,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"OH, I HEARD YOU. I HEARD YOU LOUD AND CLEAR, BUT THEN YOU STUCK YOUR TONGUE IN MY COOZE AND FUCKED ME SO HARD, I FIGURED YOU CHANGED YOUR MIND.",30,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"KEEP YOUR VOICE DOWN, NOW. IT’S NOT EXACTLY HOW I REMEMBER IT.",12,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"OH, IT AIN’T? REMEMBER FALLING ASLEEP WITH YOUR HEAD ON MY CHEST? LEAVING IN THE MIDDLE OF THE NIGHT WITHOUT A FUCKING WORD?",23,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"THE HELL ARE YOU DOING BACK HERE, MARY?",8,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"I BURIED MY MAMA YESTERDAY, STACK. FIGURED I MIGHT SEE YOU AND SMOKE THERE, AS MUCH AS SHE LOOKED AFTER YOU BOTH. BUT I GUESS Y’ALL LOVE LASTED AS LONG AS Y’ALL COULD GET SOMETHING OUT OF HER.",38,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YOU RIGHT. THAT’S ALL SHE WAS. FOOD, A WARM BED.",10,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"ROT IN HELL, STACK.",4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"SHIT, I WILL. SAVE YOUR TRIFLIN’ ASS A ROOM. SHIT, RIGHT NEXT TO ME. SHIT.",15,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"HEY, STACK.",2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,MAYBE SHE AIN’T WHITE.,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"BOY, LET’S GET TO GETTIN’. COME ON, SLIM. STILL GOT ONE MORE STOP TO MAKE.",15,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,RAISE ’EM UP TOGETHER,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"OH, MY LORD",3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"HOLD UP. SLOW DOWN, STACK. SLOW DOWN.",7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,RALLY CAN’T HOLD ME,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,RALLY CAN’T HOLD ME,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,RALLY CAN’T HOLD ME,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"Y’ALL HOLD YOUR HEADS NOW, YOU HEAR ME? HOLD YOUR HEADS!",11,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"OH, MY LORD",3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,SLIM!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"HEY, YOU KNEW SOME OF THEM?",6,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,ALL OF ’EM.,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHAT HAPPENED?,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"ME AND MY BUDDY RICE… WE WAS HUSTLIN’ BACK AND FORTH UP THE DELTA. WE GET BUSTED FOR VAGRANCY. THEM WHITE SHERIFFS TAKE US DOWN TO THE JAILHOUSE AND IT’S EMPTY. THOUGHT FOR SURE THEY GON’ KILL US THAT NIGHT. THEY GIVE US OUR INSTRUMENTS BACK, THEY TELL US TO PLAY. STACK, WE PLAYED, PREACHER BOY, WE PLAYED, YOU HEAR ME? MUSIC WAS COMIN’ OUT THE WINDOWS. PEOPLES ON THE STREET WERE STOPPIN’ TO COME ON IN.",77,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"NEXT DAY, ONE OF THEM SHERIFFS, THEY GET THE BRIGHT IDEA THEY GONNA TAKE US ON THE ROAD NOW. THEY COVER US, THROW US IN THE PADDY WAGON. THEY TOOK US TO THIS BIG HOUSE. I MEAN, IT’S FULL OF WHITE FOLKS. PASS AROUND THEIR HAT AND HAVE US TO PLAY. SEE, THESE WHITE FOLKS WE WERE PLAYING FOR, THEY HAD REAL MONEY.",63,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,HAD Y’ALL PLAYING THEM OLD RAGTIME SONGS?,7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"I SURE WAS. WE PLAY A FAIR AMOUNT OF BLUES, TOO. SEE, WHITE FOLKS, THEY LIKE THE BLUES JUST FINE. THEY JUST DON’T LIKE THE PEOPLE WHO MAKE IT. THEM PECKERWOODS WAS NODDIN’ THEIR HEADS, STOMPIN’ THEIR FEET. SOME OF ’EM WAS ALMOST ON THE RHYTHM, STACK.",47,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"AND THEN RICE AND ME, WE CHANGED IT UP, CONFUSE ’EM.",11,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHAT DID Y’ALL DO WITH THE MONEY?,7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"I DRANK IT. RICE SAID HE WAS GONNA TAKE THAT MONEY… GO ON OUT TO LITTLE ROCK, START HIM A LITTLE CHURCH.",22,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,DID HE?,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THE DAMN FOOL. HE TOOK OUT ALL HIS MONEY TO PAY FOR THE TWO DOLLAR TRAIN TICKET. TRAIN CONDUCTOR SAW HIM…,21,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THAT BLACK SUMBITCH RIGHT THERE.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,…KLAN GOT AHOLD TO HIM.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,PULL HIM OVER HERE!,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"SEARCHED HIS POCKETS, FOUND ALL THAT MONEY. MADE UP A STORY ABOUT HIM… KILLIN’ SOME WHITE MAN FOR IT AND RAPIN’ THAT WHITE MAN’S WIFE.",25,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THAT BOY’S A MURDERER.,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,AND THEY LYNCHED HIM RIGHT THERE IN THE RAILROAD STATION.,10,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,NO!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"AND YOU KNOW, THEY CUT OFF HIS MANHOOD.",8,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"GOT THAT GUITAR IN YOUR HAND, DON’T YOU, BOY? HEY. YEAH, COME ON NOW.",14,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,HEY!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"HEY, CORNBREAD!",2,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"OOH. STACK? BOY, LONG TIME NO SEE. THIS HERE MY WIFE, THERISE.",12,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"OH, NICE TO MEET YOU, THERISE.",6,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,LIKEWISE.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,NEED YOU TO GIVE US A MOMENT. MEN GOT BUSINESS TO DISCUSS.,12,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"NO, UH-UH. I AIN’T GOT TIME FOR YOUR SCHEMIN’, STACK. BEHIND ON MY QUOTA.",14,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"MAN, FUCK YOUR QUOTA.",4,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"THIS MY WIFE RIGHT HERE, NOW. I’MMA NEED YOU TO SHOW SOME RESPECT.",13,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YEAH, WELL, FUCK YOUR WIFE, TOO.",6,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,WHAT’S THAT?,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"I SAID SHE REALLY GONNA LET YOU FUCK HER WHEN SHE FIND OUT HOW MUCH MONEY YOU ABOUT TO GET FROM THIS JOB I’M OFFERING. AND NONE OF THAT NICE-AND-SLOW SHIT SHE PROBABLY GIVING YOU NOW. SHIT, SHE MIGHT EVEN LET YOU PUT YOUR PECKER IN HER MOUTH.",48,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,"BOY, YOU SHOULDA STAYED GONE, ’CAUSE I’M ABOUT TO BEAT THE BLACK OFF OF YOU.",15,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,COME ON NOW!,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I DON’T WANT NO TROUBLE! HEY!,6,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"WELL, HOW MUCH MONEY YOU TALKIN’ ABOUT PAYIN’ HIM?",9,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"OH, THAT’S A GOOD WOMAN. COME ON. WE BE BACK.",10,RYAN COOGLER,MALE,LEAD
SINNERS,MALE,PAPA’S HERE. YEAH. PAPA’S HERE. HOW YOU BE?,8,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,NO MISERIES WORTH COMPLAINING ABOUT. YOU COME ALONE?,8,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,YEAH. STACK ON THE OTHER SIDE OF TOWN.,8,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,WHAT YOU COME BACK FOR?,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"WE BOUGHT THAT OLD SAW MILL. YEAH, WE GON’ PATCH IT UP, MAKE IT INTO A JUKE JOINT.",18,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,A JUKE JOINT. THIS ONE OF STACK’S IDEAS?,8,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YEAH, HE FIGURE TONIGHT GONNA BE A GRAND OPENING.",9,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"I THOUGHT Y’ALL WAS DONE WITH THE DELTA. LAST I HEARD, Y’ALL WERE NORTHERN MEN.",15,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"NAH, WE THROUGH WITH CHICAGO.",5,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,CHICAGO THROUGH WITH Y’ALL?,4,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WHAT YOU ASKING?,3,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,WHO YOU AND STACK ROBBED TO GET ENOUGH MONEY FOR THEM CRACKERS TO SELL YOU A WHOLE MILL?,18,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,"JUST THIS, MISS ANNIE. AND A PINCH OF HIGH JOHN.",10,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,"ALL RIGHT. NOW, DON’T SELL NONE OF THIS ON THE WAY HOME. I DON’T WANT YOUR MAMA COMIN’ AT ME CRAZY LATER.",22,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,"YES, MA’AM.",2,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,THANK YOU.,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,I CAN’T BELIEVE YOU TAKING THIS MAKE-BELIEVE SHIT.,8,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"SMOKE, GIVE ME MY MONEY ‘FORE I CUT YOUR BLACK ASS.",11,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YOU CAN PUT THAT BLADE UP, WOMAN. I’LL TRADE YA.",10,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,I DON’T WANT YOUR MONEY.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"DON’T BE STUPID, NOW.",4,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,I AIN’T STUPID. YOUR MONEY COME WITH BLOOD.,8,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"ALL MONEY COME WITH BLOOD, BABY.",6,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,NOT LIKE YOURS.,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,THIS SHIT WON’T EVEN SPEND NOWHERE ELSE. LOOK AT IT.,10,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,I AIN’T GOIN’ NOWHERE ELSE. I DON’T NEED THAT CURSED MONEY YOU GOT.,13,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"YOU KNOW, WOMAN, I BEEN ALL OVER THIS WORLD. IN CARS, SHIPS, TRAINS. I SEEN MEN DIE WAYS I DIDN’T EVEN KNOW WAS POSSIBLE. I AIN’T NEVER SAW NO ROOTS, NO DEMONS… NO GHOSTS, NO MAGIC. JUST POWER. AND ONLY MONEY CAN GET YOU THAT.",45,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,"YOU FOOL. ALL THAT WAR, OR WHATEVER THE HELL ELSE YOU BEEN DOIN’ IN CHICAGO, AND YOU BACK HERE IN FRONT OF ME. TWO ARMS, TWO LEGS, TWO EYES, AND A BRAIN THAT WORK. HOW YOU KNOW I AIN’T PRAY… AND WORK EVERY ROOT MY GRANDMAMA TAUGHT ME TO KEEP YOU AND THAT CRAZY BROTHER OF YOURS SAFE EVERY DAY SINCE YOU BEEN GONE?",64,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"SO WHY THOSE ROOTS AIN’T WORK ON OUR BABY, THEN?",10,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,I DON’T KNOW. BUT THEY WORK FOR YOU. YOU STILL GOT THAT MOJO BAG.,14,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,"SOIL OF MY SOIL, BONE OF MY BONE, BLOOD OF MY BLOOD. I BLESS YOU. ASHE. WHY YOU HERE, SMOKE? WHAT YOU WANT WITH ME?",25,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,WE WAS HOPIN’ TO SERVE FOOD AT THE JUKE TONIGHT. WE WANT YOU TO COOK FOR US.,17,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,ELIJAH.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,YOU GONNA MAKE ME SAY IT? IT STILL HURTS COMING BACK HERE. BUT I LOVE YA. AND I MISS YA.,20,RYAN COOGLER,MALE,LEAD
SINNERS,FEMALE,YOUR BODY AIN’T FORGET ME.,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,HELP!,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,BACK UP.,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,Y’ALL GOTTA HELP.,3,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"I THOUGHT I COULD TRUST THEM, BUT THEY TRIED TO KILL ME.",12,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,SLOW DOWN.,2,RYAN COOGLER,MALE,SECONDARY
SINNERS,FEMALE,WHO’S TRYIN’ TO KILL YOU?,5,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,CHOCTAW.,1,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,SURE IT WASN’T JUST SOME FAIR-SKINNED N******?,7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,AIN’T NO INJUNS AROUND HERE FOR MILES.,7,RYAN COOGLER,MALE,SECONDARY
SINNERS,MALE,"OH, GOD.",2,RYAN COOGLER,MALE,SECONDARY
