film,speaker_gender,dialogue,word_count_corrected,director,director_gender,speaker_role
THE BRUTALIST,MALE,THIS RECOGNITION BY THE UNITED NATIONS,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,OF THE RIGHT OF THE JEWISH PEOPLE TO ESTABLISH THEIR STATE IS IRREVOCABLE.,13,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,THIS RIGHT IS THE NATURAL RIGHT OF THE JEWISH PEOPLE,10,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"TO BE MASTERS OF THEIR OWN FATE,",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"LIKE ALL OTHER NATIONS, IN THEIR OWN SOVEREIGN STATE.",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"ACCORDINGLY WE, MEMBERS OF THE PEOPLE’S COUNCIL,",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,REPRESENTATIVES OF THE JEWISH COMMUNITY OF ERETZ YISRAEL,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"AND OF THE ZIONIST MOVEMENT,",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,ARE HERE ASSEMBLED ON THE DAY OF THE TERMINATION,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,OF THE BRITISH MANDATE OVER ERETZ YISRAEL.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"AND BY VIRTUE OF OUR NATURAL AND HISTORIC RIGHT,",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"AND ON THE BASIS OF THE RESOLUTION OF THE UNITED NATIONS GENERAL ASSEMBLY,",13,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"HEREBY DECLARE THE ESTABLISHMENT OF A JEWISH STATE IN ERETZ YISRAEL,",11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,TO BE KNOWN AS THE STATE OF ISRAEL.,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,"I’M NOT SURE WHAT TO DO WITH THEM, IS ALL.",10,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,WHAT DO YOU THINK I SHOULD PAIR IT WITH?,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,LEAVE IT.,2,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,HOW?,1,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,LEAVE IT LIKE THAT.,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,LOOKS LIKE A TRICYCLE.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHAT IS THAT?,3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,IT’S A BIKE FOR KIDS.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,PETER PIPER PICKED A PECK OF PICKLED PEPPERS.,8,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,DID PETER PIPER PICK A PECK OF PICKLED PEPPERS?,9,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"IF PETER PIPER PICKED A PECK OF PICKLED PEPPERS,",9,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,WHERE IS THE PECK OF PICKLED PEPPERS PETER PIPER PICKED?,10,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,HEY. COME WITH ME.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WE HAVE AN IMPORTANT CLIENT INSIDE.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I FURNISHED HIM A TWO-STOREY OFFICE SPACE DOWNTOWN,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,ON THE CHEAP LAST YEAR.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,HE’S INTERESTED IN US DOING SOME BUILT-IN WORK FOR HIM,10,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,AT A RESIDENCE.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,CAN YOU GIVE A LITTLE SMILE FOR HIM? HUH? SELL IT?,11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHY ARE YOU ALWAYS SUCH A BUSINESSMAN?,7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"YOU ARE SELLING, ALWAYS SELLING, SELLING.",6,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,MR VAN BUREN.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,LET ME INTRODUCE YOU TO MY COUSIN LÁSZLÓ.,8,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,PLEASE. THAT’S WHAT PEOPLE CALL MY FATHER.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,CALL ME HARRY.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"WELL, HARRY WOULD LIKE SOME SHELVING UNITS INSTALLED",8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,OVER AT HIS FAMILY’S PROPERTY IN DOYLESTOWN.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,SORRY TO INTERRUPT.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I HOPED THAT SOMEONE MIGHT FOLLOW ME OUT THERE,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,TO TAKE A LOOK AT MY FATHER’S STUDY.,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"MY SISTER AND I WOULD LIKE TO SURPRISE HIM, YOU SEE,",11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,BY TURNING IT INTO A PROPER LIBRARY.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,HOW DO YOU MEAN?,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"WELL, THE PLACE IS IN COMPLETE DISARRAY.",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,A WHOLE MESS OF BOOKS AND PAPERWORK.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,SO I GUESS WE’D JUST LIKE SOME TALL SHELVES,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,AND CABINETRY INSTALLED.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,MAYBE MAKE HIM A LADDER WITH LITTLE WHEELS ON IT.,10,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,YOU KNOW? LIKE YOU’D SEE IN A REAL LIBRARY.,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,HE’S A VORACIOUS READER.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"YEAH, WE CAN MAKE YOU SOMETHING LIKE THAT.",8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,LET ME HAVE AUDREY COME DOWN AND KEEP AN EYE ON THE PLACE,13,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,AND I’LL PULL THE VAN AROUND.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,FANTASTIC.,1,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I’LL BE RIGHT BACK.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,THEY PAY YOU WELL?,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"ON THE LAST JOB, THEY PAID OKAY.",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"TOOK ON A LOT OF PIECES, THOUGH.",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"THEY KEPT ADDING TO THE ORDER. EVEN AT A DISCOUNT, IT ADDS UP.",13,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,HIS OLD MAN GOT FLUSH,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,ADAPTING PRODUCTION TECHNIQUES,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,TO EXPEDITE THE MANUFACTURING OF CARGO SHIPS DURING THE WAR.,10,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"CHRIST, IS THIS GUY TRYING TO SHAKE US?",8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,THINKS IT’S A DRAG RACE?,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"HEY, COME ON, ALREADY!",4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,STAY RIGHT UNTIL YOU SEE THE MAIN HOUSE.,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,YOU CAN PARK WHEREVER YOU LIKE.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I DO APPRECIATE YOU COMING OUT HERE,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"ON SUCH SHORT NOTICE, GENTLEMEN.",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,FATHER IS AWAY ONLY UNTIL NEXT FRIDAY.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I WAS ANXIOUS TO PIN THIS DOWN.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"AH, IT’S NO INCONVENIENCE FOR US, CHIEF.",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"IT’S YOUR LUCKY DAY, TOO,",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"’CAUSE MY COUSIN HERE IS A LICENSED ARCHITECT,",8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,A SPECIALIST IN RENOVATIONS.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,HE EVEN DESIGNED A LIBRARY BACK AT HOME BEFORE.,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,RIGHT? A WHOLE CITY LIBRARY.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHAT CITY IS THAT?,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,BUDAPEST.,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,I SEE. NEVER BEEN.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DON’T MIND THE MESS.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"I KNOW. IT’S TERRIBLY DATED, ISN’T IT?",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I’M THINKING SHELVES UP TO THE CEILING,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,AND SOME GOOD READING LAMPS.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,PERHAPS SOME WALL FIXTURES THAT EXTEND.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,FATHER ALWAYS KEEPS THE CURTAINS DRAWN.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,IT IS TO PROTECT THE BOOKS FROM THE SUNLIGHT.,9,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,WE ARE SOUTH-FACING HERE.,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,SURE.,1,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHAT’S YOUR BUDGET?,3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,WHAT’S YOUR ESTIMATE?,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DEPENDS ON THE MATERIALS.,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"WELL, MAKE IT OF REASONABLE QUALITY.",6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,PERHAPS A NICE PLACE FOR HIM TO SIT AND READ AS WELL?,12,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,A GOOD CHAIR OR A BENCH FOR HIM AGAINST THE WINDOW.,11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,YOU WANT FOR US TO REPLACE THAT?,7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"IF THERE’S TIME, WHY NOT?",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,A BRANCH FELL ON IT DURING A NASTY STORM LAST SUMMER.,11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"TROPICAL DEPRESSION, I THINK THEY CALLED IT.",7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"KEEP IT BELOW A THOUSAND DOLLARS, CAN YOU?",8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,MY SISTER AND I ARE SPLITTING IT.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I DON’T WANT ANY UNEXPECTED ADD-ONS.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DON’T WORRY. WE’LL COME IN ON BUDGET.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"YOU WANT ALL THIS DONE BY NEXT FRIDAY, RIGHT?",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"THURSDAY NIGHT, PREFERABLY.",3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"I CAN’T BE HERE DURING THE WEEK, BUT THE STAFF CAN LET YOU IN.",14,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"IF ANYTHING COMES UP, HAVE THEM RING ME AT THE OFFICE.",11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"IF IT’S TO BE FINISHED ON THURSDAY,",7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"WE NEED EXTRA HANDS. INCLUDING MATERIALS, GLASS…",7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,IT’S TWO THOUSAND DOLLARS,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,FLIP IT FOR THE OTHER SIDE.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"AH, OKAY.",2,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,YOU SHOULD HAVE SEEN HIM TALKING UP THE PRICES.,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I WAS READY TO SETTLE AT 4.50.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I WAS NOT DOING THAT.,5,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,YOU WERE.,2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I WAS NOT. I WAS TELLING HIM HOW MUCH IT WILL COST.,12,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"NO, I… I THOUGHT HE WAS GOING TO BLOW IT FOR US.",12,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,BUT YOU HELD YOUR GROUND.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,AND THAT’S WHAT MAKES YOU PROFESSIONAL.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I HOPE IT IS NOT ONLY THAT.,7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,SHE’S SO BEAUTIFUL.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,LOOK AT HER. SHE HAS THAT RED DRESS,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,AND IT’S THE SAME AS… COLOUR AS HER LIPS.,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DANCE WITH HER.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DANCE WITH HER.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I DON’T WANT TO DANCE.,5,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,GO ON.,2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I DON’T… I DON’T…,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,COME ON.,2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"I DON’T WANT TO. NO, THANK YOU.",7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,HE DOESN’T WANT TO.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DON’T MAKE HER… DON’T MAKE HER WAIT.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DANCE WITH HER.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"IT’S HER FAVOURITE SONG, MAN. IT’S HER FAVOURITE SONG.",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"WE’LL DO IT TOGETHER, I’LL SHOW YOU THE STEPS.",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,DANCE WITH HER.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"DANCE WITH HER, DANCE WITH HER. SHE WANTS YOU TO.",10,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,IT’S HER FAVOURITE SONG.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,ATTILA.,1,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,IT’S HER FAVOURITE SONG.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,GO ON. DANCE WITH HER. DON’T…,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,SHE’S WAITING FOR YOU.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,SHE’S WAITING FOR YOU.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"OK, ALL RIGHT.",3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"ALL RIGHT, ALL RIGHT.",4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,DON’T.,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,YEAH! YEAH!,2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,GET OFF.,2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,"YOU’RE AWFULLY SKINNY, AREN’T YOU?",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,YOU SEE?,2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,LIKE RIDING A BICYCLE.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,TRICYCLE.,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,FAMILY.,1,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,A BIKE FOR CHILDREN.,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,CHILDREN!,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,YOU MISSED THE TOILET.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHAT?,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,"BETTER THAN THE CARPET, I SUPPOSE.",6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,"WHEN DO YOU EXPECT YOUR WIFE MIGHT JOIN YOU, MR TÓTH?",11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,THERE’S NOT ROOM FOR THE BOTH OF YOU IN THAT STORAGE SPACE.,12,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,"I WISH I KNEW, AUDREY.",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,THANK YOU FOR THE DINNER.,5,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,ATTILA SHOWED ME MAGAZINE PICTURES.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,THE PROJECTS YOU DID AT YOUR FIRM.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,YOU’RE NOT WHAT I EXPECTED FROM WHAT I READ ABOUT YOU.,11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I’M NOT WHAT I EXPECTED EITHER.,6,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,"YOU KNOW, I’M SURE YOU COULD GET A JOB.",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,A BETTER JOB.,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,FEMALE,AT A FIRM HERE.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I THEN…,2,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,WOULD BE WORKING FOR SOMEONE.,5,BRADY CORBET,MALE,LEAD
THE BRUTALIST,FEMALE,IT’S BETTER THAN SLEEPING IN A STORAGE CLOSET.,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I’LL LOOK FOR SOMEWHERE ELSE TO STAY.,7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,THANK YOU AGAIN FOR THE DINNER.,6,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,BRING THE BOXES. DON’T DROP THEM.,6,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"HERE, HERE, HERE.",3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"THE GUY IS RICH, HE’S GONNA BUY MORE BOOKS.",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,YOU BE RESPECTFUL.,3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,THE GUY LIKES TO READ. HE CAN TELL US A BEDTIME STORY.,12,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"OK. SLOWLY, SLOWLY. SLOWLY.",4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,SLOWLY.,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,DON’T SCRATCH THE FLOOR.,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"YES, THE LONG PANELS.",4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,THE SHELVES CAN VARY IN HEIGHT,6,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,TO ACCOMMODATE THE LARGER VOLUMES,5,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,OUR CLIENT HAD BEEN STACKING ON THE FLOOR.,8,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"SO, 45 DEGREES.",3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"THREE, TWO, ONE.",3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,PERFECT. IT WILL BE BEAUTIFUL.,5,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"THAT’S IT. THAT’S GOOD, THAT’S GOOD.",6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"LEFT, GORDON, LEFT. AND STEADY.",5,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"CAREFUL NOW, LEFT.",3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,ONE STEADY MOVEMENT.,3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"COME ON, ONE STEADY MOVEMENT.",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,SLOWLY.,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"SLOWLY, SLOWLY, SLOWLY.",3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,IT’S TOO CLOSE TO THE ROOF!,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"HEY, HEY, HEY, HEY!",4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"OH, NO!",2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I TOLD YOU TO PULL!,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,I DID WHAT I COULD.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WE HAVE A PIECE OF GUTTERING TO REPLACE NOW AS WELL.,11,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,"ONE, TWO, THREE.",3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,YEAH.,1,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,OK.,1,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,PUT IT… BRING YOUR HAND…,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"IT’S GOOD. IT’S GOOD, IT’S GOOD.",6,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,DANCE WITH ME. DANCE WITH ME AGAIN.,7,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,ATTILA.,1,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,COME. COME.,2,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,IT’S A FIRST EDITION.,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,THEY’RE ALL FIRST EDITION.,4,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,YOU’RE AN IDIOT.,3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,STOP IT. IDIOT.,3,BRADY CORBET,MALE,LEAD
THE BRUTALIST,MALE,WHAT IS THIS?,3,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHAT IS ALL THIS?,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHO AUTHORISED YOU TO COME INTO MY HOME,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,AND TEAR EVERYTHING APART?,4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"EXCUSE- EXCUSE ME, SIR.",4,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WHO THE HELL ARE YOU?,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,THIS WAS ALL SUPPOSED TO BE A SURPRISE.,8,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,YOUR SON HARRY TOLD US NOT TO EXPECT YOU…,9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,IT IS A GODDAMN SURPRISE!,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"MY MOTHER, AN AILING WOMAN,",5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,IS SITTING OUTSIDE ON THE DRIVEWAY,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,TOO FRIGHTENED TO COME INSIDE.,5,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,WE’RE SORRY TO HAVE FRIGHTENED HER.,6,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,"WE BROUGHT HER HERE FOR SOME PEACE AND RESPITE,",9,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,ONLY TO DISCOVER A STRANGE NEGRO MAN ROAMING AROUND OUR PROPERTY.,11,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,YOUR SON… ASKED US TO COME HERE,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,TO REDO THE STUDY INTO A LIBRARY.,7,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,A LIBRARY?,2,BRADY CORBET,MALE,SECONDARY
THE BRUTALIST,MALE,THE ROOM…,2,BRADY CORBET,MALE,SECONDARY
