film,speaker_gender,dialogue,word_count_corrected,director,director_gender,speaker_role
WICKED,FEMALE,"LET US REJOICIFY THAT GOODNESS COULD SUBDUE… THE WICKED WORKINGS OF YOU-KNOW-WHO… HI! IT’S GOOD TO SEE ME, ISN’T IT? FELLOW OZIANS, LET ME SET THE RECORD STRAIGHT. YES… THE WICKED WITCH OF THE WEST IS DEAD. ISN’T IT NICE TO KNOW THAT GOOD WILL CONQUER EVIL? THE TRUTH WE ALL BELIEVE’LL BY AND BY, OUTLIVE A LIE FOR YOU AND I…",62,JON M. CHU,MALE,SECONDARY
WICKED,MALE,NO ONE MOURNS THE WICKED,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"NO ONE CRIES, “THEY WON’T RETURN”",6,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,NO ONE LAYS A LILY ON THEIR GRAVE,8,JON M. CHU,MALE,SECONDARY
WICKED,MALE,THE GOOD MAN SCORNS THE WICKED,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"THROUGH THEIR LIVES, OUR CHILDREN LEARN",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"THROUGH THEIR LIVES, OUR CHILDREN LEARN",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"THROUGH THEIR LIVES, OUR CHILDREN LEARN",6,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WHAT WE MISS WHEN WE MISBEHAVE,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,AND GOODNESS KNOWS,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THE WICKED’S LIVES ARE LONELY,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,GOODNESS KNOWS,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THE WICKED DIE ALONE,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,IT JUST SHOWS WHEN YOU’RE WICKED,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YOU’RE LEFT ONLY,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,ON YOUR OWN,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,"YES, GOODNESS",2,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,KNOWS,1,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,THE WICKED’S LIVES ARE LONELY,5,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,GOODNESS KNOWS,2,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,THE WICKED CRY ALONE,4,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,NOTHING GROWS FOR THE WICKED,5,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,THEY REAP ONLY,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WHAT THEY’VE SOWN…,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"BUT, MISS GLINDA?",3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YES?,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WHY DOES WICKEDNESS HAPPEN?,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THAT’S A GOOD QUESTION.,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,ONE MANY PEOPLE FIND CONFUSIFYING.,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,ARE PEOPLE BORN WICKED?,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,OR DO THEY HAVE WICKEDNESS THRUST UPON THEM?,8,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"AFTER ALL, THE WICKED WITCH HAD A CHILDHOOD.",8,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"SHE HAD A FATHER, WHO, BY THE WAY, HAD BEEN APPOINTED GOVERNOR OF MUNCHKINLAND.",14,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"I’M OFF TO THE ASSEMBLY, DEAR.",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"AND SHE HAD A MOTHER, AS SO MANY DO.",9,JON M. CHU,MALE,SECONDARY
WICKED,MALE,HOW I HATE TO GO AND LEAVE YOU LONELY,9,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"THAT’S ALL RIGHT, IT’S ONLY JUST ONE NIGHT",8,JON M. CHU,MALE,SECONDARY
WICKED,MALE,BUT KNOW THAT YOU’RE HERE IN MY HEART,8,JON M. CHU,MALE,SECONDARY
WICKED,MALE,WHILE I’M OUT OF YOUR SIGHT…,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"LIKE EVERY FAMILY, THEY HAD THEIR SECRETS.",7,JON M. CHU,MALE,SECONDARY
WICKED,MALE,OH.,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"HAVE ANOTHER DRINK, MY DARKEYED BEAUTY",6,JON M. CHU,MALE,SECONDARY
WICKED,MALE,I’VE GOT ONE MORE NIGHT LEFT HERE IN TOWN,9,JON M. CHU,MALE,SECONDARY
WICKED,MALE,SO HAVE ANOTHER DRINK OF GREEN ELIXIR,7,JON M. CHU,MALE,SECONDARY
WICKED,MALE,AND WE’LL HAVE OURSELVES A LITTLE MIXER,7,JON M. CHU,MALE,SECONDARY
WICKED,MALE,HAVE ANOTHER LITTLE SWALLOW,4,JON M. CHU,MALE,SECONDARY
WICKED,MALE,LITTLE LADY,2,JON M. CHU,MALE,SECONDARY
WICKED,MALE,AND FOLLOW ME DOWN…,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"AND ONE THING LED TO ANOTHER, AS IT SO OFTEN DOES.",11,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"BUT FROM THE MOMENT THE WITCH WAS BORN, SHE WAS…",10,JON M. CHU,MALE,SECONDARY
WICKED,MALE,DULCIBEAR!,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,…WELL…,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,DIFFERENT.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,IT’S COMING.,2,JON M. CHU,MALE,SECONDARY
WICKED,MALE,NOW?,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THE BABY’S COMING.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"OH, AND HOW!",3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,I SEE A NOSE,4,JON M. CHU,MALE,SECONDARY
WICKED,MALE,I SEE A CURL,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"IT’S A HEALTHY, PERFECT",4,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"IT’S A HEALTHY, PERFECT",4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"LOVELY, LITTLE…",2,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"LOVELY, LITTLE…",2,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"OH, SWEET OZ.",3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WHAT IS IT? WHAT’S WRONG?,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,HOW CAN IT BE?,4,JON M. CHU,MALE,SECONDARY
WICKED,MALE,WHAT DOES IT MEAN?,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,IT’S UNCANNY,2,JON M. CHU,MALE,SECONDARY
WICKED,MALE,IT’S OBSCENE,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"LIKE A FROGGY, FERNY CABBAGE",5,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"LIKE A FROGGY, FERNY CABBAGE",5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"LIKE A FROGGY, FERNY CABBAGE",5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THE BABY IS UNNATURALLY…,4,JON M. CHU,MALE,SECONDARY
WICKED,MALE,THE BABY IS UNNATURALLY…,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THE BABY IS UNNATURALLY…,4,JON M. CHU,MALE,SECONDARY
WICKED,MALE,GREEN.,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,TAKE IT AWAY.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,TAKE IT AWAY!,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,OH.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"IT’S ALL RIGHT, LITTLE ONE.",5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,SHH.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WE’LL LOOK AFTER YOU.,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,OH.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"SO HER NANNY, DULCIBEAR, RAISED HER.",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"AND AS SHE GREW, SO DID HER CHALLENGES.",8,JON M. CHU,MALE,SECONDARY
WICKED,MALE,DULCIBEAR.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"COMING, GOVERNOR.",2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"LITTLE ONE, WATCH YOUR BABY SISTER.",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,JUST A CLOCK TICK.,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"OH, NESSAROSE.",2,JON M. CHU,MALE,LEAD
WICKED,FEMALE,DON’T YOU WORRY.,3,JON M. CHU,MALE,LEAD
WICKED,FEMALE,I’M HERE.,2,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"NOW, YOU WANT TO SEE SOMETHING AMAZING?",7,JON M. CHU,MALE,LEAD
WICKED,FEMALE,YEAH.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THIS IS ALL ABOUT OUR WONDERFUL WIZARD OF OZ.,9,JON M. CHU,MALE,LEAD
WICKED,FEMALE,DO YOU KNOW HOW HE GOT HERE?,7,JON M. CHU,MALE,LEAD
WICKED,FEMALE,NO.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,FROM THE SKY.,3,JON M. CHU,MALE,LEAD
WICKED,FEMALE,IN A BALLOON. SEE?,4,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"THEN HE BUILT A CITY MADE OF EMERALDS, ’CAUSE HE LOVES EMERALDS.",12,JON M. CHU,MALE,LEAD
WICKED,FEMALE,EVEN THOUGH THEY ARE GREEN.,5,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"AND, NESSA, YOU WANT TO KNOW A SECRET?",8,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"IF YOU GET TO MEET HIM, HE GRANTS YOUR HEART’S DESIRE.",11,JON M. CHU,MALE,LEAD
WICKED,MALE,ELPHABA THROPP…,2,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,GREEN ON TOP.,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,SOMEONE RUN AND TELL HER THAT EVERYONE CAN SMELL HER.,10,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"EW, GREEN AND UGLY?",4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,SHE’S SO GREEN.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,WHERE DID YOU COME FROM?,5,JON M. CHU,MALE,SECONDARY
WICKED,MALE,YOU DON’T BELONG HERE.,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,STOP!,1,JON M. CHU,MALE,LEAD
WICKED,MALE,OW!,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,ELPHABA!,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,ELPHABA THROPP!,2,JON M. CHU,MALE,SECONDARY
WICKED,MALE,WHAT HAVE YOU DONE THIS TIME?,6,JON M. CHU,MALE,SECONDARY
WICKED,MALE,OKAY. THAT’S OKAY.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,COME TO DADDY.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,AND NOW YOU’VE MADE YOUR SISTER CRY.,7,JON M. CHU,MALE,SECONDARY
WICKED,MALE,LET’S GO GET YOU A BEAUTIFUL PIECE OF CAKE FOR THE BEAUTIFUL GIRL.,13,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"IT’S ALL RIGHT, LITTLE ONE.",5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,HE SHOULDN’T HAVE BLAMED YOU.,5,JON M. CHU,MALE,SECONDARY
WICKED,MALE,DULCIBEAR.,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"SHALL WE GO INSIDE, NESSA?",5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,HMM.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,AND SO… IT COULDN’T HAVE BEEN EASY.,7,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,NO ONE MOURNS THE WICKED,5,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,"NOW AT LAST, SHE’S DEAD AND GONE",7,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,"NOW AT LAST, THERE’S JOY THROUGHOUT THE LAND",8,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,AND GOODNESS KNOWS,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,GOODNESS KNOWS,2,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WE KNOW WHAT GOODNESS IS,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,AH,1,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,GOODNESS KNOWS,2,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,THE WICKED DIE ALONE,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,SHE DIED ALONE,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WOE TO THOSE,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WOE TO THOSE,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WHO SPURN WHAT GOODNESSES,4,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,THEY ARE SHOWN,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,NO ONE MOURNS THE WICKED,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,GOOD NEWS,2,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,NO ONE MOURNS THE WICKED,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,GOOD NEWS,2,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,NO ONE MOURNS THE WICKED,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WICKED,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WICKED…,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WICKED!,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"YEP. WELL, THIS HAS BEEN FUN.",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"AS YOU CAN IMAGINE, I HAVE MUCH TO ATTEND TO WITH THE WIZARD’S UNEXPECTED DEPARTURE.",15,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"SO IF THERE ARE NO FURTHER QUESTIONS, I’M GONNA GO.",10,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"GLINDA, IS IT TRUE YOU WERE HER FRIEND?",8,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WHAT?,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,SORRY. ONE SEC.,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WHAT?,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,IS IT TRUE YOU WERE HER FRIEND?,7,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,FRIEND?,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YES.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"I MEAN, I DID KNOW HER.",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"THAT IS,",2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,OUR PATHS DID CROSS.,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,AT SCHOOL.,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"BUT YOU MUST UNDERSTAND, IT WAS A LONG TIME AGO.",10,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,HI!,1,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,"GALINDA, HI!",2,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"OH, WE’RE SO PROUD OF YOU.",6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"OH, THANK YOU.",3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"I LOVE YOU. JUST REMEMBER, IT’S NOT GOODBYE, IT’S FAREWELL.",10,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WE LOVE YOU.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,YOU HAVE ALL YOUR CASES?,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YES.,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,AND YOU WILL WRITE?,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YES.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,I LOVE YOU. IT’S THAT TIME.,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"BYE, DARLING.",2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,MISS YOU ALREADY.,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"POPSICLE, BOARD THE BOAT.",4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THEY ARE GONNA MISS ME SO MUCH.,7,JON M. CHU,MALE,SECONDARY
WICKED,MALE,MY PARENTS DON’T EVEN KNOW I LEFT. I’M BOQ.,9,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"I’M FROM MUNCHKINLAND. I KNOW WE DON’T REALLY KNOW EACH OTHER YET, BUT I…",14,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"YOU KNOW WHAT I BELIEVE, BICK?",6,JON M. CHU,MALE,SECONDARY
WICKED,MALE,IT’S BICK IT’S BOQ.,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THAT STRANGERS ARE JUST PEOPLE I’VE NEVER MET.,8,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,BYE.,1,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,O HALLOWED HALLS AND VINEDRAPED WALLS,6,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,THE PROUDLIEST SIGHT THERE IS,5,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,SIGHT THERE IS,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WHEN GRAY AND SERE OUR HAIR HATH TURNED,8,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,WE SHALL STILL REVERE THE LESSONS LEARNED,7,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,IN OUR DAYS,3,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,AT DEAR OLD SHIZ,4,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,OUR DAYS AT DEAR OLD,5,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,OLD…,1,JON M. CHU,MALE,SECONDARY
WICKED,MIXED,DEAR OLD SHIZ.,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"OH, OZ.",2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,WHAT?,1,JON M. CHU,MALE,LEAD
WICKED,FEMALE,WHAT ARE YOU STARING AT?,5,JON M. CHU,MALE,LEAD
WICKED,FEMALE,DO I HAVE SOMETHING IN MY TEETH?,7,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"NO, IT’S JUST…",3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YOU’RE GREEN.,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,I AM.,2,JON M. CHU,MALE,LEAD
WICKED,FEMALE,FINE. LET’S GET THIS OVER WITH.,6,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"NO, I AM NOT SEASICK.",5,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"NO, I DID NOT EAT GRASS AS A CHILD.",9,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"AND, YES, I’VE ALWAYS BEEN GREEN.",6,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"WELL, I, FOR ONE, AM SO SORRY THAT YOU HAVE BEEN FORCED TO LIVE WITH… THIS.",16,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,IS THAT SO?,3,JON M. CHU,MALE,LEAD
WICKED,FEMALE,YES.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,AND IT IS MY INTENTION TO MAJOR IN SORCERY.,9,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"SO, IF AT SOME POINT, YOU WANTED TO ADDRESS THE, UM… PROBLEM…",12,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,PROBLEM.,1,JON M. CHU,MALE,LEAD
WICKED,FEMALE,…PERHAPS I COULD HELP.,4,JON M. CHU,MALE,SECONDARY
WICKED,MALE,SHE’S SO GOOD.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,SHE’S SO GOOD.,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YOU’RE SO GOOD. WE LOVE YOU.,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THANK YOU.,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,ALL RIGHT.,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,OFFERING TO HELP SOMEONE THAT YOU DON’T KNOW WITH SKILLS THAT YOU DON’T HAVE.,14,JON M. CHU,MALE,LEAD
WICKED,FEMALE,I’M SURE EVERYONE IS DULY IMPRESSED.,6,JON M. CHU,MALE,LEAD
WICKED,FEMALE,I COULD CARE LESS WHAT OTHERS THINK.,7,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,COULDN’T.,1,JON M. CHU,MALE,LEAD
WICKED,FEMALE,WHAT?,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YOU “COULDN’T” CARE LESS WHAT OTHER PEOPLE THINK.,8,JON M. CHU,MALE,LEAD
WICKED,FEMALE,THOUGH I… I DOUBT THAT.,5,JON M. CHU,MALE,LEAD
WICKED,MALE,ELPHABA!,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,ELPHABA THROPP!,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"AH. THIS IS MY YOUNGER SISTER, NESSAROSE.",7,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"AS YOU CAN SEE, SHE’S A PERFECTLY ACCEPTABLE COLOR.",9,JON M. CHU,MALE,LEAD
WICKED,MALE,STOP MAKING A SPECTACLE OF YOURSELF.,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,I WAS TRYING TO BE NICE.,6,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,YOU WERE SO NICE AND GOOD AND CORRECT.,8,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,DID I DO SOMETHING BAD? I WAS…,7,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,NO.,1,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,HOW DID THAT COME ACROSS?,5,JON M. CHU,MALE,SECONDARY
WICKED,MALE,"I DON’T SEE COLOR, BY THE WAY.",7,JON M. CHU,MALE,SECONDARY
WICKED,MALE,MY PRECIOUS LITTLE GIRL.,4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,FATHER.,1,JON M. CHU,MALE,SECONDARY
WICKED,MALE,A PARTING GIFT.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,MOTHER’S JEWELED SHOES.,3,JON M. CHU,MALE,SECONDARY
WICKED,MALE,SO THEY CAN ALL SEE HOW BEAUTIFUL YOU ARE RIGHT DOWN TO YOUR TOES.,14,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THANK YOU.,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THANK YOU SO MUCH. I LOVE THEM.,7,JON M. CHU,MALE,SECONDARY
WICKED,MALE,LET ME PUT THEM WITH YOUR BOXES.,7,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,OF COURSE.,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,I SHOULDN’T HAVE SPROUTED OFF LIKE THAT.,7,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"NO, YOU SHOULDN’T HAVE.",4,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,TODAY IS…,2,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,THE START OF YOUR NEW LIFE.,6,JON M. CHU,MALE,LEAD
WICKED,FEMALE,NEW FRIENDS.,2,JON M. CHU,MALE,LEAD
WICKED,FEMALE,NEW BOOKS.,2,JON M. CHU,MALE,LEAD
WICKED,FEMALE,I’M EXCITED FOR YOU.,4,JON M. CHU,MALE,LEAD
WICKED,FEMALE,I’LL MISS YOU.,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,"NO, YOU WON’T.",3,JON M. CHU,MALE,LEAD
WICKED,FEMALE,YOU’LL BE HAVING TOO GOOD A TIME.,7,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"ALL NEW SHIZ STUDENTS, PLEASE REPORT TO THE QUAD.",9,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,DON’T HELP ME.,3,JON M. CHU,MALE,SECONDARY
WICKED,FEMALE,DON’T HELP HER.,3,JON M. CHU,MALE,LEAD
WICKED,FEMALE,SHE’LL BE FINE.,3,JON M. CHU,MALE,LEAD
WICKED,FEMALE,"ALL NEW SHIZ STUDENTS, PLEASE REPORT TO THE QUAD.",9,JON M. CHU,MALE,SECONDARY
